lat,lon,aadt,year,road,func_class,layer,AADT_2024,AADT_2023,AADT_2022,AADT_2021,AADT_2020,AADT_2019,AADT_2018,AADT_2017,AADT_2016,redirected_traffic,New_AADT_2024,Traffic_Increase_Percent
41.68213841794847,-72.595106648327,112,2024,RIDGEWOOD RD,Local,Local Intersections,112,88,145,53,271,447,350,388,404.0,0.0,112.0,0.0
41.700270212852,-72.60787345937706,4000,2024,HUBBARD ST,Major Collector,Local Intersections,4000,4300,4300,4300,4200,4200,4200,4000,4017.0,0.0,4000.0,0.0
41.69106118016685,-72.53372243034147,21,2024,ROARING BROOK PLAZA,Local,Local Intersections,21,50,21,21,589,645,150,166,192.0,0.0,21.0,0.0
41.70161997094193,-72.57642360052883,76,2024,QUINCEY RD,Local,Local Intersections,76,86,67,97,338,353,314,329,323.0,0.0,76.0,0.0
41.68218274370488,-72.5940233670185,2632,2024,OVERLOOK RD,Local,Local Intersections,2632,2363,2220,3417,3141,3982,3302,3508,3601.0,0.0,2632.0,0.0
41.699437376696615,-72.52833633348483,151,2024,MARTIN TER,Local,Local Intersections,151,65,207,143,391,327,316,342,347.0,0.0,151.0,0.0
41.710409051503895,-72.60476080615234,10900,2024,NEW LONDON TPK,Major Collector,Local Intersections,10900,9300,9300,9300,12100,12100,12100,10800,8456.0,0.0,10900.0,0.0
41.69318968682506,-72.52749214136058,142,2024,BUTLER DR,Local,Local Intersections,142,202,473,1512,611,846,763,808,818.0,0.0,142.0,0.0
41.67124451191162,-72.59557572238724,401,2024,PAPERMILL RD,Local,Local Intersections,401,209,184,275,469,366,359,90,21.0,0.0,401.0,0.0
41.68179860916189,-72.59707966201458,211,2024,ORCHARD LA,Local,Local Intersections,211,85,113,72,362,547,485,525,545.0,0.0,211.0,0.0
41.69389183843184,-72.47101224304193,1218,2024,MARLBOROUGH RD,Local,Local Intersections,1218,1252,1677,2406,2314,2622,2187,2304,2362.0,0.0,1218.0,0.0
41.67169713635188,-72.52084383028146,527,2024,THOMPSON ST,Local,Local Intersections,527,528,480,1813,861,1202,953,1003,1033.0,0.0,527.0,0.0
41.69478969039521,-72.56690845096017,56,2024,AUTUMN LA,Local,Local Intersections,56,73,186,227,339,451,375,403,419.0,0.0,56.0,0.0
41.72930055230476,-72.60046678767941,409,2024,LONG HILL DR,Local,Local Intersections,409,283,692,397,1012,1324,1134,1190,1214.0,0.0,409.0,0.0
41.669168686410615,-72.59333118532346,79,2024,LAKEWOOD CIR,Local,Local Intersections,79,74,132,194,476,550,268,21,53.0,0.0,79.0,0.0
41.65146120379947,-72.57127820869202,883,2024,MATSON HILL RD,Local,Local Intersections,883,579,1321,1771,1617,1775,1474,1550,1618.0,0.0,883.0,0.0
41.72886394459417,-72.60366575801247,409,2024,LONG HILL DR,Local,Local Intersections,409,283,692,397,1012,1324,1134,1190,1214.0,0.0,409.0,0.0
41.64910123351353,-72.61356347086817,496,2024,GREAT POND RD,Local,Local Intersections,496,366,687,1155,1035,1324,1094,1159,1227.0,0.0,496.0,0.0
41.71053380340001,-72.55439488199899,64,2024,GRIST MILL RD,Local,Local Intersections,64,75,49,59,307,415,369,373,392.0,0.0,64.0,0.0
41.70409156411066,-72.5648418183685,358,2024,OAKWOOD DR NO 1,Local,Local Intersections,358,239,358,332,712,863,713,746,690.0,0.0,358.0,0.0
41.67862898062939,-72.52070694684498,110,2024,GRANDVIEW DR,Local,Local Intersections,110,108,148,153,357,553,428,442,440.0,0.0,110.0,0.0
41.655805190636194,-72.5332140747573,897,2024,MOTT HILL RD,Local,Local Intersections,897,894,1197,1545,1746,2106,1767,1835,1860.0,0.0,897.0,0.0
41.69741873145033,-72.57450245398468,8600,2024,NEW LONDON TPK,Major Collector,Local Intersections,8600,8100,8100,8100,9800,9800,9800,8900,8750.0,0.0,8600.0,0.0
41.68229120302557,-72.54976463226684,382,2024,THREE MILE RD,Local,Local Intersections,382,439,976,1065,1422,1774,1542,1496,1487.0,0.0,382.0,0.0
41.6914785859721,-72.55171373148198,60,2024,SCARBORO RD,Local,Local Intersections,60,71,534,280,642,972,827,892,686.0,0.0,60.0,0.0
41.72603812683462,-72.60775064283452,178,2024,RISLEY RD,Local,Local Intersections,178,172,566,477,942,1321,1176,1221,1289.0,0.0,178.0,0.0
41.67391026657071,-72.54005969310157,3600,2024,NEW LONDON TPK,Major Collector,Local Intersections,3600,3600,3600,3600,3500,3500,3500,5100,4352.0,0.0,3600.0,0.0
41.693047764075,-72.52749249799972,142,2024,BUTLER DR,Local,Local Intersections,142,202,473,1512,611,846,763,808,818.0,0.0,142.0,0.0
41.677855788972806,-72.51725414690257,527,2024,THOMPSON ST,Local,Local Intersections,527,528,480,1813,861,1202,953,1003,1033.0,0.0,527.0,0.0
41.667729142089584,-72.5854202171432,176,2024,LEIGH GATE RD,Local,Local Intersections,176,202,343,396,590,651,617,657,670.0,0.0,176.0,0.0
41.73388497999771,-72.54022347789277,185,2024,WOODFIELD CROSSING,Local,Local Intersections,185,355,423,576,684,828,672,724,741.0,0.0,185.0,0.0
41.708733328016685,-72.50633613370705,197,2024,CRANESBILL DR,Local,Local Intersections,197,73,494,512,462,480,385,413,438.0,3391.765218334711,3588.765218334711,1721.7082326572136
41.68178699918249,-72.59730808928407,211,2024,ORCHARD LA,Local,Local Intersections,211,85,113,72,362,547,485,525,545.0,0.0,211.0,0.0
41.70082146349762,-72.47133377517859,1218,2024,MARLBOROUGH RD,Local,Local Intersections,1218,1252,1677,2406,2314,2622,2187,2304,2362.0,591.9511543758681,1809.951154375868,48.60025897995633
41.731544741709065,-72.56401053417544,2400,2024,GREAT SWAMP RD,Local,Local Intersections,2400,2100,2100,2100,2500,2500,2500,2500,2282.0,0.0,2400.0,0.0
41.72602154236066,-72.58713857287125,6500,2024,GRISWOLD ST,Minor Arterial,Local Intersections,6500,5700,5700,5700,7300,7300,7300,6000,6214.0,0.0,6500.0,0.0
41.68885034892313,-72.56784598685749,96,2024,CRESCENT RD,Local,Local Intersections,96,71,46,21,226,333,307,313,193.0,0.0,96.0,0.0
41.72297050662949,-72.532096037921,2700,2024,HOWE RD,Major Collector,Local Intersections,2700,3000,3000,3000,3000,3000,3000,2800,3161.0,0.0,2700.0,0.0
41.69023103826102,-72.55231162119001,32,2024,HOLLIS LANDING,Local,Local Intersections,32,50,30,40,287,436,402,382,390.0,0.0,32.0,0.0
41.67190333349036,-72.58944439859539,128,2024,FALLVIEW DR,Local,Local Intersections,128,97,476,552,645,901,722,731,745.0,0.0,128.0,0.0
41.67409638229781,-72.6059400139882,179,2024,RIVERVIEW RD,Local,Local Intersections,179,141,116,106,401,424,375,409,419.0,0.0,179.0,0.0
41.71127677190726,-72.53912266979961,178,2024,STANLEY DR,Local,Local Intersections,178,145,507,535,718,820,657,664,660.0,0.0,178.0,0.0
41.73157785688044,-72.57134786842416,379,2024,TOWHEE LA,Local,Local Intersections,379,451,228,269,469,595,437,451,464.0,0.0,379.0,0.0
41.68381555859337,-72.59429327563343,60,2024,PEACH TREE LA,Local,Local Intersections,60,79,21,26,325,326,331,339,179.0,0.0,60.0,0.0
41.69043095296751,-72.5327055275596,148,2024,FISHER HILL RD,Local,Local Intersections,148,109,449,1010,572,792,668,703,719.0,0.0,148.0,0.0
41.68443570383511,-72.58327889295099,256,2024,OVERLOOK RD,Local,Local Intersections,256,184,441,600,1064,1433,1147,1231,1256.0,0.0,256.0,0.0
41.69574579892787,-72.48992852746571,153,2024,GROUSE HILL RD,Local,Local Intersections,153,185,276,223,397,409,376,375,375.0,0.0,153.0,0.0
41.70797447773344,-72.465208579261,200,2024,FERN ST,Local,Local Intersections,200,125,285,427,571,723,611,653,659.0,0.0,200.0,0.0
41.69071884354828,-72.47867005253069,119,2024,BLUE HILLS TR,Local,Local Intersections,119,171,299,232,376,526,357,376,294.0,0.0,119.0,0.0
41.721466732763446,-72.60450341113439,5711,2024,HOUSE ST,Local,Local Intersections,5711,5910,5365,6936,4691,6465,5480,5764,5905.0,0.0,5711.0,0.0
41.73052733106594,-72.56915538524386,428,2024,CAMBRIDGE DR,Local,Local Intersections,428,379,558,497,719,982,757,831,804.0,0.0,428.0,0.0
41.68979214862255,-72.59119077425825,723,2024,FOUNDERS RD,Local,Local Intersections,723,742,1522,2387,2535,3049,2624,2726,2786.0,0.0,723.0,0.0
41.72049296774288,-72.51355547175541,451,2024,WOODHAVEN RD,Local,Local Intersections,451,297,770,781,1180,1577,1273,1341,1370.0,0.0,451.0,0.0
41.69137115983649,-72.55158163409064,66,2024,KINNE RD,Local,Local Intersections,66,78,506,332,822,1242,998,1070,1085.0,0.0,66.0,0.0
41.69198463322434,-72.49459307555492,69,2024,JONATHAN TR NO 2,Local,Local Intersections,69,70,45,51,333,358,365,354,412.0,0.0,69.0,0.0
41.71564762526798,-72.6158622321282,2400,2024,NAUBUC AV,Minor Arterial,Local Intersections,2400,2000,2000,2000,2400,2400,2400,2000,3328.0,0.0,2400.0,0.0
41.710767776265264,-72.54511725723468,737,2024,STRICKLAND ST,Local,Local Intersections,737,541,1320,1467,1915,2792,2053,2165,2185.0,0.0,737.0,0.0
41.722458010464585,-72.61274137658951,13200,2024,GRISWOLD ST,Minor Arterial,Local Intersections,13200,10400,10400,10400,12600,12600,12600,10700,11847.0,0.0,13200.0,0.0
41.722435092886926,-72.61293008797344,13200,2024,GRISWOLD ST,Minor Arterial,Local Intersections,13200,10400,10400,10400,12600,12600,12600,10700,11847.0,0.0,13200.0,0.0
41.71729355822502,-72.52191585332528,287,2024,KNOLLWOOD DR,Local,Local Intersections,287,218,851,753,882,937,797,816,785.0,0.0,287.0,0.0
41.73213111775696,-72.58061418471199,313,2024,URBANEC RD,Local,Local Intersections,313,299,693,436,872,1212,1012,1038,1071.0,0.0,313.0,0.0
41.69404713037489,-72.60091095782178,83,2024,STEVENS LA,Local,Local Intersections,83,97,110,117,375,493,429,442,420.0,0.0,83.0,0.0
41.68441113466325,-72.59671399467062,49,2024,PINE TREE LA,Local,Local Intersections,49,56,310,382,443,560,452,452,472.0,0.0,49.0,0.0
41.66784836116121,-72.58899964726412,393,2024,SOUTH POND RD,Local,Local Intersections,393,358,546,1041,1313,1776,1381,1471,1521.0,0.0,393.0,0.0
41.67306627461098,-72.57560285138736,605,2024,SUNSET DR,Local,Local Intersections,605,334,949,896,1373,1845,1493,1598,1628.0,0.0,605.0,0.0
41.690195804819325,-72.6065312124684,6800,2024,MAIN ST,Minor Arterial,Local Intersections,6800,5700,5700,5700,5700,5700,5700,5900,6172.0,0.0,6800.0,0.0
41.69554910098223,-72.59275259716281,157,2024,SURREY LA,Local,Local Intersections,157,221,322,355,506,578,545,536,539.0,0.0,157.0,0.0
41.68102093615392,-72.54709464011212,3400,2024,QUARRY RD,Major Collector,Local Intersections,3400,3300,3300,3300,3300,3300,3300,4000,3870.0,0.0,3400.0,0.0
41.72405430940897,-72.60117896759778,8200,2024,GRISWOLD ST,Minor Arterial,Local Intersections,8200,6300,6300,6300,8800,8800,8800,7068,8398.0,0.0,8200.0,0.0
41.72557629800188,-72.61547632973551,6800,2024,MAIN ST,Minor Arterial,Local Intersections,6800,5700,5700,5700,5700,5700,5700,5900,18757.0,0.0,6800.0,0.0
41.71466777040198,-72.60160359897876,582,2024,MELROSE ST,Local,Local Intersections,582,367,431,719,627,860,807,817,801.0,0.0,582.0,0.0
41.694727724489454,-72.55461738360874,103,2024,FELDSPAR RIDGE,Local,Local Intersections,103,121,439,574,719,1011,834,907,938.0,0.0,103.0,0.0
41.70914052720701,-72.60798708136595,455,2024,RIPLEY RD,Local,Local Intersections,455,348,541,613,1073,1439,1258,1292,1292.0,0.0,455.0,0.0
41.71706463443397,-72.59302232556271,3833,2024,WESTERN BLVD,Local,Local Intersections,3833,3462,3606,4177,3501,5059,4147,4267,4294.0,0.0,3833.0,0.0
41.70048222659076,-72.60717905614761,71,2024,GREEN CEMETERY RD,Local,Local Intersections,71,68,81,112,316,395,321,332,337.0,0.0,71.0,0.0
41.7271358029959,-72.53572771136939,7200,2024,KEENEY ST,Minor Arterial,Local Intersections,7200,6900,6900,6900,7600,7600,7600,6900,5726.0,0.0,7200.0,0.0
41.73114136290838,-72.56472047536646,2400,2024,GREAT SWAMP RD,Local,Local Intersections,2400,2100,2100,2100,2500,2500,2500,2500,2282.0,0.0,2400.0,0.0
41.72973851428139,-72.56899474276132,428,2024,CAMBRIDGE DR,Local,Local Intersections,428,379,558,497,719,982,757,831,804.0,0.0,428.0,0.0
41.68386594897362,-72.52474218220843,110,2024,GRANDVIEW DR,Local,Local Intersections,110,108,148,153,357,553,428,442,440.0,0.0,110.0,0.0
41.69231928003944,-72.5534581221767,60,2024,SCARBORO RD,Local,Local Intersections,60,71,534,280,642,972,827,892,686.0,0.0,60.0,0.0
41.70146972024121,-72.60126120814354,4000,2024,HUBBARD ST,Major Collector,Local Intersections,4000,4300,4300,4300,4200,4200,4200,4000,4017.0,0.0,4000.0,0.0
41.72685103979426,-72.604968164055,130,2024,WYLLYS ST,Local,Local Intersections,130,114,975,723,971,1432,1127,1146,1239.0,0.0,130.0,0.0
41.69320650786454,-72.59396449191426,196,2024,ROBIN RD,Local,Local Intersections,196,156,330,267,598,671,598,619,627.0,0.0,196.0,0.0
41.68121651701587,-72.59490229798685,112,2024,RIDGEWOOD RD,Local,Local Intersections,112,88,145,53,271,447,350,388,404.0,0.0,112.0,0.0
41.709695743833926,-72.53122368401519,178,2024,STANLEY DR,Local,Local Intersections,178,145,507,535,718,820,657,664,660.0,0.0,178.0,0.0
41.73426342257431,-72.56204425488428,47,2024,RUFF CIR,Local,Local Intersections,47,90,30,21,326,377,358,364,170.0,0.0,47.0,0.0
41.67158155208541,-72.54255270263528,296,2024,HOMESTEAD DR,Local,Local Intersections,296,298,245,250,514,730,524,522,578.0,0.0,296.0,0.0
41.72091710867087,-72.51934294739375,451,2024,WOODHAVEN RD,Local,Local Intersections,451,297,770,781,1180,1577,1273,1341,1370.0,0.0,451.0,0.0
41.66796743917756,-72.59245642067523,393,2024,SOUTH POND RD,Local,Local Intersections,393,358,546,1041,1313,1776,1381,1471,1521.0,0.0,393.0,0.0
41.69895450071074,-72.51756632700436,799,2024,WEIR ST,Local,Local Intersections,799,827,1291,1687,1608,1876,1604,1695,1683.0,0.0,799.0,0.0
41.68978740834438,-72.56450783906,8600,2024,NEW LONDON TPK,Major Collector,Local Intersections,8600,8100,8100,8100,9800,9800,9800,8900,5947.0,0.0,8600.0,0.0
41.73393548226908,-72.5399454739756,84,2024,BROOKVIEW DR,Local,Local Intersections,84,194,312,191,352,443,345,365,378.0,0.0,84.0,0.0
41.70228033124138,-72.4741917160379,368,2024,BRENTWOOD DR,Local,Local Intersections,368,331,330,364,915,1353,1030,1121,1134.0,0.0,368.0,0.0
41.724222186087935,-72.55967835840002,352,2024,BELLE WOODS DR,Local,Local Intersections,352,286,718,657,1088,1394,1204,1262,1296.0,0.0,352.0,0.0
41.67193101276135,-72.56965809920989,2000,2024,HOPEWELL RD,Local,Local Intersections,2000,2000,2000,2000,1900,1900,1900,1900,2855.0,0.0,2000.0,0.0
41.68399511737324,-72.59293926964949,32,2024,PEACH TREE RD,Local,Local Intersections,32,43,21,21,219,235,224,232,159.0,0.0,32.0,0.0
41.70743659198773,-72.46815849449429,200,2024,FERN ST,Local,Local Intersections,200,125,285,427,571,723,611,653,659.0,0.0,200.0,0.0
41.70745984895905,-72.46798228239687,200,2024,FERN ST,Local,Local Intersections,200,125,285,427,571,723,611,653,659.0,0.0,200.0,0.0
41.72376882724291,-72.60259598114324,6200,2024,PROSPECT ST,Minor Arterial,Local Intersections,6200,4800,4800,4800,5500,5500,5500,5400,5918.0,0.0,6200.0,0.0
41.68319941270616,-72.58699034556294,723,2024,FOUNDERS RD,Local,Local Intersections,723,742,1522,2387,2535,3049,2624,2726,2786.0,0.0,723.0,0.0
41.69478969039521,-72.56690845096017,162,2024,UPLANDS WAY,Local,Local Intersections,162,166,501,776,1079,1524,1247,1348,1426.0,0.0,162.0,0.0
41.70435668692993,-72.57969409135173,4100,2024,NEIPSIC RD,Major Collector,Local Intersections,4100,4000,4000,4000,4700,4700,4700,3600,3943.0,0.0,4100.0,0.0
41.703406634529806,-72.56113998296931,45,2024,WICKHAM RD NO 2,Local,Local Intersections,45,67,143,86,263,330,347,465,345.0,0.0,45.0,0.0
41.70236244401039,-72.51602827827891,972,2024,WEIR ST,Local,Local Intersections,972,1014,1284,1740,1608,1907,1623,1712,1702.0,0.0,972.0,0.0
41.65228073215337,-72.53714755360227,53,2024,FIELDSTONE DR,Local,Local Intersections,53,69,329,321,578,696,606,633,624.0,0.0,53.0,0.0
41.7017300486716,-72.57665868751246,81,2024,GOODRICH RD,Local,Local Intersections,81,117,52,61,271,335,321,332,341.0,0.0,81.0,0.0
41.65769777710104,-72.53791455316541,897,2024,MOTT HILL RD,Local,Local Intersections,897,894,1197,1545,1746,2106,1767,1835,1860.0,0.0,897.0,0.0
41.72549689448911,-72.53684567204022,7200,2024,KEENEY ST,Minor Arterial,Local Intersections,7200,6900,6900,6900,7600,7600,7600,6900,5726.0,0.0,7200.0,0.0
41.65762895286635,-72.53804939770168,58,2024,JACQUES LA,Local,Local Intersections,58,402,42,146,345,488,381,427,431.0,0.0,58.0,0.0
41.69097822856977,-72.60210669298787,68,2024,DIBELLA LA,Local,Local Intersections,68,74,33,57,281,410,327,338,360.0,0.0,68.0,0.0
41.69224342908061,-72.55350602707169,243,2024,PAXTON WAY,Local,Local Intersections,243,211,588,475,1049,1457,1246,1366,1396.0,0.0,243.0,0.0
41.71199347904822,-72.57200351961082,51,2024,KELSEY LA,Local,Local Intersections,51,71,197,233,444,332,338,348,270.0,0.0,51.0,0.0
41.69603516993575,-72.60323327509407,39,2024,HOLMES RD,Local,Local Intersections,39,67,21,36,638,444,252,339,168.0,0.0,39.0,0.0
41.693188141439,-72.47735427428638,71,2024,FREEDOM WAY,Local,Local Intersections,71,80,312,156,283,415,235,318,249.0,0.0,71.0,0.0
41.70188571776156,-72.59808208519541,4000,2024,HUBBARD ST,Major Collector,Local Intersections,4000,4300,4300,4300,4200,4200,4200,4000,4017.0,0.0,4000.0,0.0
41.699508426828906,-72.47120657949426,1218,2024,MARLBOROUGH RD,Local,Local Intersections,1218,1252,1677,2406,2314,2622,2187,2304,2362.0,0.0,1218.0,0.0
41.71069985662187,-72.55425306613162,57,2024,JOHNNY CAKE LA,Local,Local Intersections,57,75,38,82,338,388,385,401,470.0,0.0,57.0,0.0
41.700961027954754,-72.57406064995578,81,2024,GOODRICH RD,Local,Local Intersections,81,117,52,61,271,335,321,332,341.0,0.0,81.0,0.0
41.700325847234346,-72.58420656185753,274,2024,BRITTANY RD,Local,Local Intersections,274,97,657,549,800,1225,763,807,824.0,0.0,274.0,0.0
41.72721245426336,-72.60224445810107,86,2024,KENNETH DR,Local,Local Intersections,86,94,203,57,269,352,372,377,200.0,0.0,86.0,0.0
41.69372960586096,-72.6059787639381,164,2024,SHERMAN RD,Local,Local Intersections,164,111,45,182,347,447,426,446,456.0,0.0,164.0,0.0
41.73775722938747,-72.52315381559946,239,2024,PANE DR,Local,Local Intersections,239,191,169,90,341,479,350,378,382.0,0.0,239.0,0.0
41.6921958934929,-72.56685842426849,51,2024,SMITHBROOK TER,Local,Local Intersections,51,49,136,63,317,375,378,363,392.0,0.0,51.0,0.0
41.660889511796775,-72.61813166434123,531,2024,TRYON ST,Local,Local Intersections,531,350,670,757,966,1154,979,1062,1067.0,0.0,531.0,0.0
41.729768545371385,-72.57465155767028,2400,2024,GREAT SWAMP RD,Major Collector,Local Intersections,2400,2100,2100,2100,2500,2500,2500,2500,3797.0,0.0,2400.0,0.0
41.72579556541454,-72.58879107898348,6500,2024,GRISWOLD ST,Minor Arterial,Local Intersections,6500,5700,5700,5700,7300,7300,7300,6000,6018.0,0.0,6500.0,0.0
41.71877889538337,-72.52018345038194,287,2024,KNOLLWOOD DR,Local,Local Intersections,287,218,851,753,882,937,797,816,785.0,0.0,287.0,0.0
41.70731874548692,-72.46918557102678,200,2024,FERN ST,Local,Local Intersections,200,125,285,427,571,723,611,653,659.0,0.0,200.0,0.0
41.69428028195893,-72.56866197470711,162,2024,UPLANDS WAY,Local,Local Intersections,162,166,501,776,1079,1524,1247,1348,1426.0,0.0,162.0,0.0
41.717240314518335,-72.52282972538738,1118,2024,SHADY HILL LA,Local,Local Intersections,1118,921,2404,2631,2487,3194,2629,2751,2792.0,0.0,1118.0,0.0
41.726708204782085,-72.60330848559879,6200,2024,PROSPECT ST,Minor Arterial,Local Intersections,6200,4800,4800,4800,5500,5500,5500,5400,5918.0,0.0,6200.0,0.0
41.71064638996282,-72.60816695430742,6800,2024,MAIN ST,Minor Arterial,Local Intersections,6800,5700,5700,5700,5700,5700,5700,5900,7159.0,0.0,6800.0,0.0
41.67399066456854,-72.54027041864005,296,2024,HOMESTEAD DR,Local,Local Intersections,296,298,245,250,514,730,524,522,578.0,0.0,296.0,0.0
41.68898979502594,-72.59027131076488,429,2024,FARMSTEAD LA,Local,Local Intersections,429,193,381,520,787,910,782,758,758.0,0.0,429.0,0.0
41.70112189825731,-72.53223139384544,100,2024,FRANCIS DR,Local,Local Intersections,100,79,227,795,427,459,411,432,438.0,0.0,100.0,0.0
41.7254965236685,-72.5370163379148,75,2024,HUNTER LA,Local,Local Intersections,75,94,186,79,362,611,439,441,447.0,0.0,75.0,0.0
41.72646510832957,-72.57520481579849,364,2024,HEYWOOD DR,Local,Local Intersections,364,172,245,135,400,573,461,501,493.0,0.0,364.0,0.0
41.69261492795476,-72.52043623472433,951,2024,GOODALE HILL RD,Local,Local Intersections,951,825,1032,5108,1430,1874,1429,1530,1546.0,0.0,951.0,0.0
41.724031900164185,-72.60131149882329,8200,2024,GRISWOLD ST,Minor Arterial,Local Intersections,8200,6300,6300,6300,8800,8800,8800,7068,8398.0,0.0,8200.0,0.0
41.71551162771648,-72.59164727030523,3328,2024,WESTERN BLVD,Local,Local Intersections,3328,2797,3155,3555,3400,4995,4310,4364,4337.0,0.0,3328.0,0.0
41.70772160932811,-72.54660947782418,101,2024,JUNIPER LA,Local,Local Intersections,101,131,129,291,341,395,418,412,380.0,0.0,101.0,0.0
41.67618444656213,-72.5729472088663,192,2024,FOX DEN RD,Local,Local Intersections,192,137,178,369,554,650,530,566,504.0,0.0,192.0,0.0
41.72625861199235,-72.60482410745449,98,2024,WYLLYS ST,Local,Local Intersections,98,100,534,403,677,1048,794,824,834.0,0.0,98.0,0.0
41.676835797615865,-72.57340418256604,192,2024,FOX DEN RD,Local,Local Intersections,192,137,178,369,554,650,530,566,504.0,0.0,192.0,0.0
41.698082742395,-72.5862706084556,802,2024,OLDE STAGE RD,Local,Local Intersections,802,878,2049,2391,2241,2880,2380,2462,2487.0,0.0,802.0,0.0
41.682404809886535,-72.58226895992298,55,2024,KNOB HILL RD,Local,Local Intersections,55,102,160,150,484,681,336,372,379.0,0.0,55.0,0.0
41.715008482777726,-72.5560965358553,110,2024,PINACLE RD,Local,Local Intersections,110,73,46,38,312,331,236,306,323.0,736.0781179679145,846.0781179679145,669.1619254253768
41.73236295592772,-72.56744303739993,114,2024,OPAL DR,Local,Local Intersections,114,126,247,237,480,583,454,496,464.0,0.0,114.0,0.0
41.7288801702339,-72.56242794549185,63,2024,U-CONN AV,Local,Local Intersections,63,88,51,40,369,457,423,395,312.0,0.0,63.0,0.0
41.69351685367309,-72.47334067745768,48,2024,EMPRESS LA,Local,Local Intersections,48,79,288,507,465,533,446,449,460.0,0.0,48.0,0.0
41.69311438466276,-72.47724342768585,356,2024,IMPERIAL DR,Local,Local Intersections,356,342,358,327,489,556,405,425,423.0,0.0,356.0,0.0
41.71500665913309,-72.53924564450739,178,2024,STANLEY DR,Local,Local Intersections,178,145,507,535,718,820,657,664,660.0,0.0,178.0,0.0
41.72647332543725,-72.60325296256875,6200,2024,PROSPECT ST,Minor Arterial,Local Intersections,6200,4800,4800,4800,5500,5500,5500,5400,5918.0,0.0,6200.0,0.0
41.708020752732686,-72.54419823047661,49,2024,GREGORY HILL DR,Local,Local Intersections,49,69,140,165,291,586,342,345,270.0,0.0,49.0,0.0
41.73408721412967,-72.54008368443967,185,2024,WOODFIELD CROSSING,Local,Local Intersections,185,355,423,576,684,828,672,724,741.0,0.0,185.0,0.0
41.673496016007896,-72.58359943853532,383,2024,STONEPOST RD,Local,Local Intersections,383,396,1095,1092,977,1074,947,969,1027.0,0.0,383.0,0.0
41.70276734504343,-72.5739555513329,4100,2024,NEIPSIC RD,Major Collector,Local Intersections,4100,4000,4000,4000,4700,4700,4700,3600,3943.0,0.0,4100.0,0.0
41.72976866989276,-72.56582743587724,355,2024,WESLEYAN RD,Local,Local Intersections,355,332,316,253,507,641,567,658,586.0,0.0,355.0,0.0
41.71269402260601,-72.58500231980175,132,2024,SEQUIN DR,Local,Local Intersections,132,127,58,106,532,918,863,880,867.0,0.0,132.0,0.0
41.72543074670005,-72.55015973717406,229,2024,SOMERSET RD,Local,Local Intersections,229,201,379,390,626,814,640,677,699.0,0.0,229.0,0.0
41.72930177204414,-72.57783858368506,2400,2024,GREAT SWAMP RD,Major Collector,Local Intersections,2400,2100,2100,2100,2500,2500,2500,2500,4187.0,0.0,2400.0,0.0
41.6970973082196,-72.48388027838185,403,2024,DIAMOND LAKE RD,Local,Local Intersections,403,412,981,810,793,841,748,775,799.0,0.0,403.0,0.0
41.73094358468875,-72.5658870345008,1500,2024,HILLSTOWN RD,Major Collector,Local Intersections,1500,1300,1300,1300,1500,1500,1500,1600,3656.0,0.0,1500.0,0.0
41.7076216456473,-72.60808598274409,6800,2024,MAIN ST,Minor Arterial,Local Intersections,6800,5700,5700,5700,5700,5700,5700,5900,6914.0,0.0,6800.0,0.0
41.69379855830805,-72.60090649912237,83,2024,STEVENS LA,Local,Local Intersections,83,97,110,117,375,493,429,442,420.0,0.0,83.0,0.0
41.687706828494655,-72.56181861478014,8600,2024,NEW LONDON TPK,Major Collector,Local Intersections,8600,8100,8100,8100,9800,9800,9800,8900,4934.0,0.0,8600.0,0.0
41.71310454529626,-72.54613028157875,737,2024,STRICKLAND ST,Local,Local Intersections,737,541,1320,1467,1915,2792,2053,2165,2185.0,0.0,737.0,0.0
41.7165511682328,-72.60923606116859,1279,2024,GROVE ST,Local,Local Intersections,1279,1401,1056,1121,2232,3238,2722,2894,2825.0,0.0,1279.0,0.0
41.68894187214588,-72.5903578703314,429,2024,FARMSTEAD LA,Local,Local Intersections,429,193,381,520,787,910,782,758,758.0,0.0,429.0,0.0
41.69236672484006,-72.5782458301401,48,2024,BREEDS HILL RD,Local,Local Intersections,48,72,37,28,295,341,354,328,166.0,0.0,48.0,0.0
41.67174367168381,-72.52103430080908,78,2024,KINGSWOOD DR,Local,Local Intersections,78,94,126,101,324,537,386,378,392.0,0.0,78.0,0.0
41.6777155311645,-72.51725571486762,638,2024,CHIMNEYSWEEP HILL RD,Local,Local Intersections,638,637,366,342,457,752,578,600,621.0,0.0,638.0,0.0
41.72434975933732,-72.55446979406523,161,2024,GIDEON LA,Local,Local Intersections,161,130,334,230,372,418,323,364,274.0,0.0,161.0,0.0
41.69717179668033,-72.48354461094333,49,2024,QUAIL RUN,Local,Local Intersections,49,65,521,220,255,334,304,238,325.0,0.0,49.0,0.0
41.730950203767,-72.56472947469199,211,2024,DEERFIELD DR,Local,Local Intersections,211,159,330,244,523,778,604,623,560.0,0.0,211.0,0.0
41.68664616963908,-72.60404802678242,6800,2024,MAIN ST,Minor Arterial,Local Intersections,6800,5700,5700,5700,5700,5700,5700,5900,5588.0,0.0,6800.0,0.0
41.69464118552029,-72.55475819348396,243,2024,PAXTON WAY,Local,Local Intersections,243,211,588,475,1049,1457,1246,1366,1396.0,0.0,243.0,0.0
